CD_EMPRESA;ANO;DS_FINANCIAMENTO;VL_FINANCIAMENTO;CD_INDICE;TX_MULTIPLICADOR_INDICE;TX_ADICIONAL;CD_INDICE_2;TX_MULTIPLICADOR_INDICE_2;TX_ADICIONAL_2;CD_INDICE_FIM;TX_MULTIPLICADOR_INDICE_FIM;TX_ADICIONAL_FIM;;;;
17;2018;BID 1983AB – US$58.462 (dez/17 – US$82.404 mil); 224.207 ;;;2,23;;;;;;;;;;
18;2013;Arrendamento mercantil financeiro (ii); 3.071 ;;;6,7;;;1,4;;;;;;;
18;2013;Passivo circulante; 111.408 ;1;100;2;;;;;;;;;;
18;2013;Passivo não circulante; 434.741 ;1;100;2;;;;;;;;;;
18;2014;1ª emissão debêntures (i); 316.554 ;1;100;2;;;;;;;;;;
18;2014;2ª emissão debêntures 1ª série (ii); 406.870 ;1;100;1,95;;;;;;;;;;
18;2014;2ª emissão debêntures 2ª série (iii); 85.303 ;1;100;1,5;;;;;;;;;;
18;2014;2ª emissão debêntures 3ª série (iii); 85.257 ;1;100;1,7;;;;;;;;;;
18;2015;1ª emissão debêntures (i); 237.654 ;1;100;2;;;;;;;;;;
18;2015;2ª emissão debêntures 1ª série (ii); 308.538 ;1;100;1,95;;;;;;;;;;
18;2015;2ª emissão debêntures 2ª série (iii); 85.698 ;1;100;1,5;;;;;;;;;;
18;2015;2ª emissão debêntures 3ª série (iii); 85.706 ;1;100;1,7;;;;;;;;;;
18;2016;1ª emissão debêntures (i); 158.404 ;1;100;2;;;;;;;;;;
18;2016;2ª emissão debêntures 1ª série (ii); 204.357 ;1;100;1,95;;;;;;;;;;
18;2016;2ª emissão debêntures 2ª série (iii); 57.118 ;1;100;1,5;;;;;;;;;;
18;2016;2ª emissão debêntures 3ª série (iii); 85.694 ;1;100;1,7;;;;;;;;;;
18;2017;1ª emissão debêntures (i); 78.932 ;1;100;2;;;;;;;;;;
18;2017;2ª emissão debêntures 1ª série (ii); 102.235 ;1;100;1,95;;;;;;;;;;
18;2017;2ª emissão debêntures 3ª série (iii); 85.367 ;1;100;1,7;;;;;;;;;;
18;2018;EDE 2ª emissão debêntures 3ª série (ii); 42.687 ;1;100;1,7;;;;;;;;;;
18;2018;SABER 1ª emissão debêntures 1ª série (iii); 1.154.212 ;1;100;0,75;;;;;;;;;;
18;2018;SABER1ª emissão debêntures 2ª série (iii); 4.359.991 ;1;100;1;;;;;;;;;;
18;2018;SABER 1ª emissão debêntures 3ª série (iii); 108.641 ;5;100;6,72;;;;;;;;;;
18;2018;SABER SOMOS 2ª emissão debêntures 1ª e 2ª séries (iv); 817.335 ;1;100;0,9;;;1,7;;;;;;;
18;2018;SABER SOMOS 3ª emissão debêntures (iv); 813.237 ;1;100;1,15;;;;;;;;;;
18;2018;SABER SCIPIONE 4ª emissão debêntures Série Única (iv); 108.300 ;1;100;1;;;;;;;;;;
18;2018;SARAIVA SOMOS 1ª emissão (v); 224.103 ;1;100;1;;;;;;;;;;
19;2013;KFW; 6.384 ;;;4,5;;;;;;;;;;
19;2013;Banco do Brasil S.A; 101.744 ;1;104,1;;;;;;;;;;;
19;2013;Banco do Brasil S.A; 384.045 ;1;98,5;;;;;;;;;;;
19;2013;Banco do Brasil S.A; 212.469 ;1;99,5;;;;;;;;;;;
19;2013;Banco do Brasil S.A; 634.428 ;1;104,25;;;;;;;;;;;
19;2013;Banco do Brasil S.A; 208.611 ;1;108,33;;;;;;;;;;;
19;2013;ELETROBRÁS; 334.090 ;14;100;7;;;;;;;;;;
19;2013;Debêntures (3); 442.272 ;1;100;0,69;;;;;;;;;;
19;2013;Debêntures (3); 1.188.288 ;5;100;4,7;;;;;;;;;;
19;2013;Debêntures (3); 711.380 ;5;100;5,1;;;;;;;;;;
19;2013;Debêntures (3); 560.983 ;5;100;7,96;;;;;;;;;;
19;2013;Debêntures (3); 424.172 ;10;100;10,5;;;;;;;;;;
19;2014;KFW; 4.257 ;;;4,5;;;;;;;;;;
19;2014;Banco do Brasil S.A; 205.633 ;1;108,5;;;;;;;;;;;
19;2014;Banco do Brasil S.A; 237.666 ;1;99,5;;;;;;;;;;;
19;2014;Banco do Brasil S.A; 706.062 ;1;104,25;;;;;;;;;;;
19;2014;Banco do Brasil S.A; 212.232 ;1;108,33;;;;;;;;;;;
19;2014;Nota Promissória 7ª Emissão; 1.311.205 ;1;105;;;;;;;;;;;
19;2014;ELETROBRÁS; 252.188 ;14;100;7;;;;;;;;;;
19;2014;BNDES; 13.504 ;8;100;2,48;;;;;;;;;;
19;2014;Debêntures 1ª série 3ª Emissão (3); 451.904 ;1;100;0,69;;;;;;;;;;
19;2014;Debêntures 2ª Série 3ª Emissão (3); 1.266.168 ;5;100;4,7;;;;;;;;;;
19;2014;Debêntures 3ª Série 3ª Emissão (3); 757.938 ;5;100;5,1;;;;;;;;;;
19;2014;Debêntures 2ª Emissão (3); 597.845 ;5;100;7,96;;;;;;;;;;
19;2015;KFW; 2.804 ;;;4,5;;;;;;;;;;
19;2015;Banco do Brasil S.A; 803.698 ;1;104,25;;;;;;;;;;;
19;2015;Banco do Brasil S.A; 143.937 ;1;108,33;;;;;;;;;;;
19;2015;Banco do Brasil S.A; 99.759 ;1;111;;;;;;;;;;;
19;2015;Banco do Brasil S.A; 499.017 ;1;114;;;;;;;;;;;
19;2015;Nota Promissória 8ª Emissão; 1.889.350 ;1;111,7;;;;;;;;;;;
19;2015;ELETROBRÁS; 184.764 ;14;100;7;;;;;;;;;;
19;2015;Caixa Econômica Federal; 200.876 ;1;119;;;;;;;;;;;
19;2015;BNDES; 11.323 ;8;100;2,48;;;;;;;;;;
19;2015;Debêntures 1ª Série 3ª Emissão (3); 461.258 ;1;100;0,69;;;;;;;;;;
19;2015;Debêntures 2ª Série 3ª Emissão (3); 1.402.391 ;5;100;4,7;;;;;;;;;;
19;2015;Debêntures 3ª Série 3ª Emissão (3); 839.428 ;5;100;5,1;;;;;;;;;;
19;2015;Debêntures 2ª Emissão (3); 441.462 ;5;100;7,96;;;;;;;;;;
19;2016;Banco do Brasil S.A; 72.242 ;1;108,33;;;;;;;;;;;
19;2016;Banco do Brasil S.A; 50.308 ;1;111;;;;;;;;;;;
19;2016;Banco do Brasil S.A; 501.352 ;1;114;;;;;;;;;;;
19;2016;ELETROBRÁS; 68.042 ;14;100;7;;;;;;;;;;
19;2016;Caixa Econômica Federal; 108.792 ;1;119;;;;;;;;;;;
19;2016;Caixa Econômica Federal; 681.418 ;1;132,14;;;;;;;;;;;
19;2016;Debêntures 1ª Série 3ª Emissão (4); 463.880 ;1;100;0,69;;;;;;;;;;
19;2016;Debêntures 2ª Série 3ª Emissão (4); 1.495.108 ;5;100;4,7;;;;;;;;;;
19;2016;Debêntures 3ª Série 3ª Emissão (4); 894.918 ;5;100;5,1;;;;;;;;;;
19;2016;Debêntures 2ª Emissão (4); 235.136 ;5;100;7,96;;;;;;;;;;
19;2016;Debêntures 4ª Emissão (4); 1.597.689 ;1;100;4,05;;;;;;;;;;
19;2017;Banco do Brasil S.A.; 500.193 ;1;146,5;;;;;;;;;;;
19;2017;Eletrobrás; 49.789 ;14;100;7;;;;;;;;;;
19;2017;Caixa Econômica Federal; 8.346 ;1;119;;;;;;;;;;;
19;2017;Caixa Econômica Federal; 626.667 ;1;146,5;;;;;;;;;;;
19;2017;Debêntures 1ª Série 3ª Emissão (3); 447.114 ;1;100;0,69;;;;;;;;;;
19;2017;Debêntures 2ª Série 3ª Emissão (3); 1.537.147 ;5;100;4,7;;;;;;;;;;
19;2017;Debêntures 3ª Série 3ª Emissão (3); 920.197 ;5;100;5,1;;;;;;;;;;
19;2017;Debêntures Série Única 4ª Emissão (3); 20.008 ;1;100;4,05;;;;;;;;;;
19;2017;Debêntures Série Única 5ª Emissão (3); 1.576.220 ;1;146,5;;;;;;;;;;;
19;2018;Banco do Brasil S.A.; 502.531 ;1;146,5;;;;;;;;;;;
19;2018;Eletrobrás; 33.182 ;14;100;7;;;;;;;;;;
19;2018;Grandes Consumidores (2); 4.985 ;15;100;6;;;;;;;;;;
19;2018;Caixa Econômica Federal; 626.632 ;1;146,5;;;;;;;;;;;
19;2018;Nota Promissória - 9ª Emissão - Série Única; 425.571 ;1;151;;;;;;;;;;;
19;2018;Debêntures - 3ª Emissão - 2ª Série (4); 1.596.419 ;5;100;4,7;;;;;;;;;;
19;2018;Debêntures - 3ª Emissão - 3ª Série (4); 955.722 ;5;100;5,1;;;;;;;;;;
19;2018;Debêntures - 5ª Emissão - Série Única (4); 1.580.121 ;1;146,5;;;;;;;;;;;
19;2018;Debêntures - 6ª Emissão - Série Única (4); 551.214 ;1;100;1,75;;;;;;;;;;
20;2013;Banco do Brasil; 386.471 ;;;11,63;;;;;;;;;;
20;2013;Banco do Brasil; 2.226.792 ;1;105,66;;;;;;;;;;;
20;2013;Bradesco; 605.975 ;1;110,7;;;;;;;;;;;
20;2013;Safra; 386.769 ;1;106,25;;;;;;;;;;;
20;2013;Safra; 1.188.490 ;1;100;0,85;;;;;;;;;;
20;2013;Citibank; 54.993 ;24;100;1,45;;;;;;;;;;
20;2013;Itaú BBA; 238.199 ;;;3,48;;;;;;;;;;
20;2013;Santander; 757 ;;;0,65;;;;;;;;;;
20;2013;8ª emissão Série única - GPA; 200.812 ;1;109,5;;;;;;;;;;;
20;2013;9ª emissão Série única - GPA; 813.105 ;1;107,7;;;;;;;;;;;
20;2013;10ª emissão Série única - GPA; 800.323 ;1;108,5;;;;;;;;;;;
20;2013;11ª emissão Série única - GPA; 1.218.952 ;1;100;1;;;;;;;;;;
20;2013;3ª emissão Série única - Via Varejo; 416.854 ;1;100;1;;;;;;;;;;
20;2013;1ª emissão - 1ª série – NCB; 200.080 ;1;100;0,72;;;;;;;;;;
20;2013;1ª emissão - 2ª série – NCB; 200.080 ;1;100;0,72;;;;;;;;;;
20;2014;BNDES (nota 18.5); 89.000 ;8;100;3,51;;;;;;;;;;
20;2014;BNDES (nota 18.5); 14.000 ;;;3,74;;;;;;;;;;
20;2014;IBM; 34.000 ;1;100;0,71;;;;;;;;;;
20;2014;Capital de giro (i); 3.493.000 ;1;108;;;;;;;;;;;
20;2014;Capital de giro; 213.000 ;;;11,58;;;;;;;;;;
20;2014;Capital de giro (i); 56.000 ;;;1,22;;;;;;;;;;
20;2014;Contratos de swap (nota 18.6); 4.000 ;1;105,46;;;;;;;;;;;
20;2014;BNDES (nota 18.5); 82.000 ;8;100;3,6;;;;;;;;;;
20;2014;BNDES (nota 18.5); 57.000 ;;;3,08;;;;;;;;;;
20;2014;IBM; 74.000 ;1;100;0,71;;;;;;;;;;
20;2014;Capital de giro (i); 1.142.000 ;1;107,36;;;;;;;;;;;
20;2014;Capital de giro; 21.000 ;7;100;9,8;;;;;;;;;;
20;2014;Capital de giro; 669.000 ;;;1,88;;;;;;;;;;
20;2014;10ª emissão - 1a. série - GPA; 801.000 ;1;108,5;;;;;;;;;;;
20;2014;11ª emissão de Debêntures - GPA; 1.223.000 ;1;100;1;;;;;;;;;;
20;2014;12ª emissão de Debêntures - GPA; 930.000 ;1;107;;;;;;;;;;;
20;2014;3ª emissão - 1a. Série - Via Varejo; 420.000 ;1;100;1;;;;;;;;;;
20;2014;1ª emissão - 2a. Série - Via Varejo; 200.000 ;1;100;0,72;;;;;;;;;;
20;2015;BNDES (nota 17.6); 82.000 ;8;100;3,6;;;;;;;;;;
20;2015;BNDES (nota 17.6); 16.000 ;;;3,61;;;;;;;;;;
20;2015;IBM; 27.000 ;1;100;0,71;;;;;;;;;;
20;2015;Capital de giro; 111.000 ;1;103,75;;;;;;;;;;;
20;2015;Capital de giro; 2.308.000 ;;;15,57;;;;;;;;;;
20;2015;Capital de giro; 5.000 ;7;100;9,98;;;;;;;;;;
20;2015;Antecipação de recebíveis; 4.000 ;1;109;;;;;;;;;;;
20;2015;Capital de giro (i); 1.656.000 ;;;1,66;;;;;;;;;;
20;2015;BNDES (nota 17.6); 51.000 ;;;2,87;;;;;;;;;;
20;2015;IBM; 68.000 ;1;100;0,71;;;;;;;;;;
20;2015;Capital de giro (i); 167.000 ;1;100;15,57;;;;;;;;;;
20;2015;Capital de giro; 1.131.000 ;1;106,69;;;;;;;;;;;
20;2015;Capital de giro; 126.000 ;7;100;9,98;;;;;;;;;;
20;2015;Contratos de swap (nota 17.17); 2.000 ;1;101,93;;;;;;;;;;;
20;2015;Capital de giro; 1.756.000 ;;;2,14;;;;;;;;;;
20;2015;12ª emissão de Debêntures – CBD; 939.000 ;1;107;;;;;;;;;;;
20;2016;BNDES (nota explicativa nº17.6); 7.000 ;;;2,89;;;;;;;;;;
20;2016;Capital de giro; 1.044.000 ;1;107,7;;;;;;;;;;;
20;2016;Capital de giro; 13.000 ;7;100;9,8;;;;;;;;;;
20;2016;Capital de giro; 1.196.000 ;;;2,6;;;;;;;;;;
20;2016;Capital de giro; 1.000 ;;;1,94;;;;;;;;;;
20;2016;Contratos de swap (nota explicativa nº17.7); 88.000 ;1;103,32;;;;;;;;;;;
20;2016;BNDES; 44.000 ;;;3,8;;;;;;;;;;
20;2016;Capital de giro; 258.000 ;1;105,44;;;;;;;;;;;
20;2016;Capital de giro; 122.000 ;7;100;9,8;;;;;;;;;;
20;2016;Capital de giro; 165.000 ;;;2,78;;;;;;;;;;
20;2016;Capital de giro; 171.000 ;;;1,94;;;;;;;;;;
20;2016;Contratos de swap (nota explicativa nº17.17); 89.000 ;1;101,21;;;;;;;;;;;
20;2016;12ª emissão de Debêntures – CBD; 939.000 ;1;107;;;;;;;;;;;
20;2016;13ª emissão de Debêntures – CBD e Certificados de recebíveis de agronegócio; 1.017.000 ;1;97,5;;;;;;;;;;;
20;2016;2ª emissão de Nota Promissória –CBD; 530.000 ;1;108;;;;;;;;;;;
20;2017;Banco Nacional de Desenvolvimento Econômico e Social - BNDES; 45.000 ;;;3,88;;;;;;;;;;
20;2017;Capital de giro; 285.000 ;1;104,8;;;;;;;;;;;
20;2017;Capital de giro; 125.000 ;7;100;9,8;;;;;;;;;;
20;2017;Capital de giro; 664.000 ;;;2,57;;;;;;;;;;
20;2017;Capital de giro; 200.000 ;;;1,99;;;;;;;;;;
20;2017;Contratos de swap (nota explicativa nº17.7); 55.000 ;1;103,53;;;;;;;;;;;
20;2017;12ª emissão de Debêntures – CBD; 921.000 ;1;107;;;;;;;;;;;
20;2017;13ª emissão de Debêntures – CBD e Certificados de recebíveis de agronegócio; 1.014.000 ;1;97,5;;;;;;;;;;;
20;2017;14ª emissão de Debêntures – CBD e Certificados de recebíveis de agronegócio; 1.096.000 ;1;96;;;;;;;;;;;
20;2018;Banco Nacional de Desenvolvimento Econômico e Social - BNDES; 37.000 ;;;3,91;;;;;;;;;;
20;2018;Capital de giro (nota explicativa nº 17.10); 238.000 ;1;94,94;;;;;;;;;;;
20;2018;Capital de giro; 112.000 ;7;100;9,8;;;;;;;;;;
20;2018;13ª emissão de Debêntures – CBD e Certificados de recebíveis de agronegócio; 1.014.000 ;1;97,5;;;;;;;;;;;
20;2018;14ª emissão de Debêntures – CBD; 1.094.000 ;1;96;;;;;;;;;;;
20;2018;15ª emissão de Debêntures – CBD; 824.000 ;1;104,75;;;;;;;;;;;
20;2018;16ª emissão de Debêntures – CBD – 1ª serie; 714.000 ;1;106;;;;;;;;;;;
20;2018;16ª emissão de Debêntures – CBD – 2ª serie; 510.000 ;1;107,4;;;;;;;;;;;
45;2013;Financiamento não sujeito a liq em dinheiro; 1.235 ;15;100;;;;;;;;;;;
45;2013;Banco Santander; 2.102 ;1;99;;;;;;;;;;;
45;2013;Banco Santander; 6.417 ;7;100;9,52;;;;;;;;;;
45;2013;Banco Santander; 5.743 ;7;100;9,51;;;;;;;;;;
45;2013;Banco Santander; 62.706 ;7;100;10;;;;;;;;;;
45;2013;Banco Votorantim; 44 ;;;4,5;;;;;;;;;;
45;2013;Banco Votorantim; 10 ;8;100;6;;;1;;;;;;;
45;2013;Banco Alfa; 25.964 ;8;100;4,2;;;;;;;;;;
45;2013;Banco Alfa; 630 ;;;4,5;;;;;;;;;;
45;2013;Banco Itau; 25.964 ;8;100;4,2;;;;;;;;;;
45;2013;Banco Itau; 630 ;;;4,5;;;;;;;;;;
45;2013;BNDES; 96.782 ;8;100;3,45;;;;;;;;;;
45;2013;BNDES; 2.613 ;;;4,5;;;;;;;;;;
45;2013;BNDES; 359 ;8;100;;;;;;;;;;;
45;2013;BNDES; 609 ;;;5,5;;;;;;;;;;
45;2013;BNDES; 66.789 ;8;100;3,82;;;;;;;;;;
45;2013;BNDES; 385 ;8;100;;;;;;;;;;;
45;2013;Banco Votorantim; 97 ;;;5,5;;;;;;;;;;
45;2013;Banco Votorantim; 14 ;;;5,5;;;;;;;;;;
45;2013;BNDES; 127.127 ;8;100;3,32;;;;;;;;;;
45;2013;BNDES; 1.700 ;8;100;1,42;;;;;;;;;;
45;2013;BNDES; 80.105 ;8;100;3,26;;;;;;;;;;
45;2013;BNDES; 25.776 ;5;100;5,14;;;;;;;;;;
45;2013;Banco Santander; 109.339 ;1;100;1;;;;;;;;;;
45;2013;Banco Alfa; 348 ;;;3;;;;;;;;;;
45;2013;Banco Itau; 146.307 ;1;92,5;;;;;;;;;;;
45;2013;Debêntures 1º emissão; 67.110 ;1;104,5;;;;;;;;;;;
45;2013;Debêntures 2º emissão; 339.803 ;1;100;;;;;;;;;;;
45;2013;Debêntures 3º emissão; 311.036 ;1;100;;;;;;;;;;;
45;2013;Debêntures 4º emissão; 465.094 ;1;100;0,82;;;;;;;;;;
45;2014;BNDES (a); 357.683 ;8;100;4;;;;;;;;;;
45;2014;Banco Itaú Unibanco (b); 399.265 ;7;100;9,5;;;;;;;;;;
45;2014;Banco Santander (c); 171.243 ;7;100;10;;;;;;;;;;
45;2014;Banco Alfa (d); 18.490 ;;;3;;;;;;;;;;
45;2014;Banco Votorantim (e); 54 ;;;5,5;;;;;;;;;;
45;2014;Debêntures 2º emissão; 342.463 ;1;100;;;;;;;;;;;
45;2014;Debêntures 3º emissão; 313.878 ;1;100;;;;;;;;;;;
45;2014;Debêntures 4º emissão; 472.208 ;1;100;0,82;;;;;;;;;;
45;2015;BNDES (a); 285.763 ;8;100;4;;;;;;;;;;
45;2015;Banco Itaú Unibanco (b); 415.050 ;7;100;9,5;;;;;;;;;;
45;2015;Banco Santander (c); 159.571 ;7;100;10;;;;;;;;;;
45;2015;Banco Alfa (d); 10.041 ;8;100;3;;;;;;;;;;
45;2015;Banco Votorantim (e); 1 ;;;5,5;;;;;;;;;;
45;2015;Instituições não financeiras (f); 239.783 ;1;100;0,15;;;;;;;;;;
45;2015;Debêntures 2º emissão; 172.881 ;1;100;;;;;;;;;;;
45;2015;Debêntures 3º emissão; 317.406 ;1;100;;;;;;;;;;;
45;2015;Debêntures 4º emissão; 482.704 ;1;100;0,82;;;;;;;;;;
45;2016;BNDES (a); 187.067 ;8;100;4;;;;;;;;;;
45;2016;Banco Itaú Unibanco (b); 411.466 ;7;100;9,5;;;;;;;;;;
45;2016;Banco Santander (c); 139.151 ;7;100;10;;;;;;;;;;
45;2016;Banco Alfa (d); 1.541 ;8;100;3;;;;;;;;;;
45;2016;Operação de secutiritização (e); 694.771 ;1;100;0,15;;;;;;;;;;
45;2016;Debêntures 3º emissão; 317.719 ;1;100;;;;;;;;;;;
45;2016;Debêntures 4º emissão; 487.530 ;1;100;0,82;;;;;;;;;;
45;2017;Banco Itaú; 150.636 ;1;92,5;;;;;;;;;;;
45;2017;Banco Itaú; 74.998 ;7;100;9,5;;;;;;;;;;
45;2017;Banco Itaú; 160.254 ;7;100;9,5;;;;;;;;;;
45;2017;Banco Santander; 98.828 ;1;100;1;;;;;;;;;;
45;2017;Banco Alfa; 29 ;;;3;;;;;;;;;;
45;2017;RB Capital; 204.238 ;1;100;0,15;;;;;;;;;;
45;2017;RB Capital; 102.965 ;1;100;1,3;;;;;;;;;;
45;2017;RB Capital; 103.515 ;1;100;1,3;;;;;;;;;;
45;2017;RB Capital; 276.122 ;1;100;0,1;;;;;;;;;;
45;2017;RB Capital; 283.741 ;1;96;;;;;;;;;;;
45;2017;Instituições; 568 ;15;100;;;;;;;;;;;
45;2017;Debêntures 3º emissão; 155.374 ;1;100;;;;;;;;;;;
45;2017;Debêntures 4º emissão; 481.169 ;1;100;0,82;;;;;;;;;;
45;2018;Banco Itaú; 205.979 ;1;92,5;;;;;;;;;;;
45;2018;Banco Itaú; 76.083 ;7;100;9,5;;;;;;;;;;
45;2018;Banco Itaú; 160.254 ;7;100;9,5;;;;;;;;;;
45;2018;RB Capital; 205.022 ;1;100;0,15;;;;;;;;;;
45;2018;RB Capital; 101.870 ;1;100;1,3;;;;;;;;;;
45;2018;RB Capital; 102.628 ;1;100;1,3;;;;;;;;;;
45;2018;RB Capital; 275.562 ;1;100;0,1;;;;;;;;;;
45;2018;RB Capital; 283.016 ;1;96;;;;;;;;;;;
45;2018;Apice; 249.298 ;1;97,5;;;;;;;;;;;
45;2018;Instituições; 386 ;15;100;;;;;;;;;;;
45;2018;Debêntures 4º emissão; 182.257 ;1;100;0,82;;;;;;;;;;
45;2018;Debêntures 7º emissão; 398.964 ;1;107,5;;;;;;;;;;;
50;2013;Capital de giro (b); 197.897 ;8;100;2,45;;;;;;;;;;
50;2013;Capital de giro (d); 103.564 ;1;108,4;;;;;;;;;;;
50;2013;Capital de giro (i); 13.469 ;1;100;2,032;;;;;;;;;;
50;2013;Capital de giro (g); 30.269 ;1;100;3;;;;;;;;;;
50;2013;Capital de giro (n); 97.109 ;1;108;;;;;;;;;;;
50;2013;Finame (e); 1.063 ;8;100;2,83;;;;;;;;;;
50;2013;Finame (k); 387 ;;;2,5;;;;;;;;;;
50;2013;Finame BNDES (l); 29.720 ;8;100;2,3;;;;;;;;;;
50;2013;Equipamentos (j); 9.918 ;;;14,53;;;;;;;;;;
50;2013;Notas promissórias (a); 290.762 ;1;104,5;;;;;;;;;;;
50;2013;Capital de giro (h); 15.857 ;1;100;0,15;;;;;;;;;;
50;2013;Debêntures - 1ª série; 233.804 ;1;100;0,79;;;;;;;;;;
50;2013;Debêntures - 2ª série; 155.844 ;5;100;5;;;;;;;;;;
50;2013;Debêntures - 3ª série; 389.498 ;5;100;5,35;;;;;;;;;;
50;2013;Debêntures - 1ª série; 132.323 ;1;104;;;;;;;;;;;
50;2013;Debêntures - 2ª série; 154.376 ;10;100;9,5;;;;;;;;;;
50;2013;Debêntures - 3ª série; 154.376 ;10;100;9,5;;;;;;;;;;
50;2013;Debêntures - 1ª série; 193.108 ;5;100;3,8;;;;;;;;;;
50;2013;Debêntures - 2ª série; 657.531 ;5;100;4,28;;;;;;;;;;
50;2013;Debêntures - 1ª série; 89.333 ;5;100;8,25;;;;;;;;;;
50;2013;Debêntures - 2ª série; 89.333 ;5;100;8,25;;;;;;;;;;
50;2013;Debêntures - 3ª série; 89.333 ;5;100;8,25;;;;;;;;;;
50;2013;Debêntures - 4ª série; 89.333 ;5;100;8,25;;;;;;;;;;
50;2013;Série única; 595.733 ;1;100;1,85;;;;;;;;;;
50;2014;Finame (m); 279 ;;;6;;;;;;;;;;
50;2014;Finame (d); 436 ;8;100;5;;;;;;;;;;
50;2014;Finame (d); 434 ;8;100;3,4;;;;;;;;;;
50;2014;Finame (i); 343 ;;;2,5;;;;;;;;;;
50;2014;Finame (d); 192 ;;;3;;;;;;;;;;
50;2014;Finem (j); 23.281 ;8;100;2,3;;;;;;;;;;
50;2014;Finem (b); 230.946 ;8;100;2,45;;;;;;;;;;
50;2014;Finame (h); 1.673 ;8;100;6;;;;;;;;;;
50;2014;Finame (h); 729 ;8;100;6;;;;;;;;;;
50;2014;Finame (h); 4.357 ;;;7,7;;;;;;;;;;
50;2014;CCB (f); 7.636 ;1;100;3;;;;;;;;;;
50;2014;Notas promissórias (a); 497.435 ;1;105,35;;;;;;;;;;;
50;2014;Finame (k); 7.394 ;;;6;;;;;;;;;;
50;2014;Finame (l); 1.094 ;;;6;;;;;;;;;;
50;2014;Finem - BNDES (e); 55.171 ;29;100;3,16;;;;;;;;;;
50;2014;Finem - BNDES (e); 138.428 ;8;100;3,66;;;;;;;;;;
50;2014;Finimp (h); 768 ;4;100;4,6;;;;;;;;;;
50;2014;Finimp (h); 5.538 ;4;100;4,6;;;;;;;;;;
50;2014;Finimp (h); 194 ;4;100;0,3;;;;;;;;;;
50;2014;Finimp (n); 41.163 ;4;100;2;;;;;;;;;;
50;2014;Debêntures - 1ª série; 233.804 ;1;100;0,79;;;;;;;;;;
50;2014;Debêntures - 2ª série; 155.844 ;5;100;5;;;;;;;;;;
50;2014;Debêntures - 3ª série; 389.498 ;5;100;5,35;;;;;;;;;;
50;2014;Debêntures - 1ª série; 132.323 ;1;104;;;;;;;;;;;
50;2014;Debêntures - 2ª série; 154.376 ;10;100;9,5;;;;;;;;;;
50;2014;Debêntures - 3ª série; 154.376 ;10;100;9,5;;;;;;;;;;
50;2014;Debêntures - 1ª série; 193.108 ;5;100;3,8;;;;;;;;;;
50;2014;Debêntures - 2ª série; 657.531 ;5;100;4,28;;;;;;;;;;
50;2014;Debêntures - 1ª série; 89.333 ;5;100;8,25;;;;;;;;;;
50;2014;Debêntures - 2ª série; 89.333 ;5;100;8,25;;;;;;;;;;
50;2014;Debêntures - 3ª série; 89.333 ;5;100;8,25;;;;;;;;;;
50;2014;Debêntures - 4ª série; 89.333 ;5;100;8,25;;;;;;;;;;
50;2014;Série única; 595.733 ;1;100;1,85;;;;;;;;;;
50;2014;Série única; 147.772 ;1;105,7;;;;;;;;;;;
50;2014;Série única; 142.767 ;1;105,7;;;;;;;;;;;
50;2015;Nota promissória (r); 181.569 ;1;100;2,65;;;;;;;;;;
50;2015;Nota promissória (q); 121.417 ;1;100;2,5;;;;;;;;;;
50;2015;Finame (k); 249 ;;;6;;;;;;;;;;
50;2015;Finame (c); 281 ;8;100;3,21;;;;;;;;;;
50;2015;Finame (c); 248 ;8;100;2,7;;;;;;;;;;
50;2015;Finame (g); 299 ;;;2,5;;;;;;;;;;
50;2015;Finame (c); 137 ;;;3;;;;;;;;;;
50;2015;Finem (h); 16.871 ;8;100;2,1;;;;;;;;;;
50;2015;Finem (b); 41.432 ;5;100;2,45;;;;;;;;;;
50;2015;Finem (b); 173.214 ;8;100;2,45;;;;;;;;;;
50;2015;Finame (f); 672 ;8;100;4,16;;;;;;;;;;
50;2015;Finame (f); 314 ;8;100;4,16;;;;;;;;;;
50;2015;Finame (f); 2.613 ;;;7,7;;;;;;;;;;
50;2015;Finame (i); 8.305 ;;;6;;;;;;;;;;
50;2015;Finame (j); 896 ;;;6;;;;;;;;;;
50;2015;Finem - BNDES (d); 113.633 ;29;100;4,05;;;;;;;;;;
50;2015;Finem - BNDES (d); 141.458 ;8;100;4,05;;;;;;;;;;
50;2015;Finem - BNDES (d); 60.649 ;8;100;4,05;;;1;;;;;;;
50;2015;Finame (m); 479 ;;;6;;;;;;;;;;
50;2015;Empilhadeiras (n); 1.807 ;;;15,39;;;;;;;;;;
50;2015;Empilhadeiras (n); 1.024 ;;;15,39;;;;;;;;;;
50;2015;Finimp (f); 565 ;4;100;4,6;;;;;;;;;;
50;2015;Finimp (f); 2.715 ;4;100;4,6;;;;;;;;;;
50;2015;Finimp (f); 172 ;4;100;5,2;;;;;;;;;;
50;2015;Finimp (l); 115.361 ;4;100;2;;;;;;;;;;
50;2015;Finimp (o); 160 ;;;7,25;;;;;;;;;;
50;2015;Finimp (p); 167 ;;;6,66;;;;;;;;;;
50;2015;Debêntures - 1ª série; 233.804 ;1;100;0,79;;;;;;;;;;
50;2015;Debêntures - 2ª série; 155.844 ;5;100;5;;;;;;;;;;
50;2015;Debêntures - 3ª série; 389.498 ;5;100;5,35;;;;;;;;;;
